refseq_id	subsys4	subsys1	subsys2	subsys3
1409666	Glucose-6-phosphate isomerase, archaeal II (EC 5.3.1.9)	Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis
509530	6-phosphofructokinase (EC 2.7.1.11)	Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis
1916160	6-phosphofructokinase class II (EC 2.7.1.11)	Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis
1087466	6-phosphofructokinase, eukaryotic type (EC 2.7.1.11)	Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis
817094	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase, alpha subunit (EC 2.7.1.90)	Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis
282247	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase, beta subunit (EC 2.7.1.90)	Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis
899204	Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)	Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis
782256	Fructose-1,6-bisphosphatase, Bacillus type (EC 3.1.3.11)	Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis
1595262	Fructose-1,6-bisphosphatase, GlpX type (EC 3.1.3.11)	Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis
1362089	Fructose-bisphosphate aldolase class I (EC 4.1.2.13)	Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis
1457240	Fructose-bisphosphate aldolase class II (EC 4.1.2.13)	Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis
814859	Predicted Fructose-bisphosphate aldolase (EC 4.1.2.13) in Geobacter	Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis
1277607	Triosephosphate isomerase (EC 5.3.1.1)	Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis
1359125	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis
1249927	NADPH-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.13)	Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis
700528	Non-phosphorylating glyceraldehyde-3-phosphate dehydrogenase (NADP) (EC 1.2.1.9)	Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis
2129512	Phosphoglycerate kinase (EC 2.7.2.3)	Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis
951232	Phosphoglycerate mutase (EC 5.4.2.1)	Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis
1338690	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)	Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis
1374165	Enolase (EC 4.2.1.11)	Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis
2111090	Pyruvate kinase (EC 2.7.1.40)	Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis
1906824	Phosphoenolpyruvate synthase (EC 2.7.9.2)	Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis
2130883	Pyruvate,phosphate dikinase (EC 2.7.9.1)	Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis
1587415	Aerotaxis sensor receptor protein	Motility and Chemotaxis	NA	Bacterial_Chemotaxis
599454	Chemotaxis protein CheC -- inhibitor of MCP methylation	Motility and Chemotaxis	NA	Bacterial_Chemotaxis
496846	Chemotaxis protein CheD	Motility and Chemotaxis	NA	Bacterial_Chemotaxis
798906	Chemotaxis protein CheV (EC 2.7.3.-)	Motility and Chemotaxis	NA	Bacterial_Chemotaxis
1776120	Chemotaxis protein CheX	Motility and Chemotaxis	NA	Bacterial_Chemotaxis
1464016	Chemotaxis protein methyltransferase CheR (EC 2.1.1.80)	Motility and Chemotaxis	NA	Bacterial_Chemotaxis
1966652	Chemotaxis regulator - transmits chemoreceptor signals to flagelllar motor components CheY	Motility and Chemotaxis	NA	Bacterial_Chemotaxis
2192526	Chemotaxis response - phosphatase CheZ	Motility and Chemotaxis	NA	Bacterial_Chemotaxis
618444	Chemotaxis response regulator protein-glutamate methylesterase CheB (EC 3.1.1.61)	Motility and Chemotaxis	NA	Bacterial_Chemotaxis
1896856	Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)	Motility and Chemotaxis	NA	Bacterial_Chemotaxis
1128083	Flagellar motor switch protein FliG	Motility and Chemotaxis	NA	Bacterial_Chemotaxis
1449409	Flagellar motor switch protein FliM	Motility and Chemotaxis	NA	Bacterial_Chemotaxis
641069	Flagellar motor switch protein FliN	Motility and Chemotaxis	NA	Bacterial_Chemotaxis
1805480	Galactose/methyl galactoside ABC transport system, D-galactose-binding periplasmic protein MglB (TC 3.A.1.2.3)	Motility and Chemotaxis	NA	Bacterial_Chemotaxis
1177374	Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE	Motility and Chemotaxis	NA	Bacterial_Chemotaxis
1145016	Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)	Motility and Chemotaxis	NA	Bacterial_Chemotaxis
1437004	Methyl-accepting chemotaxis protein II (aspartate chemoreceptor protein)	Motility and Chemotaxis	NA	Bacterial_Chemotaxis
914662	Methyl-accepting chemotaxis protein III (ribose and galactose chemoreceptor protein)	Motility and Chemotaxis	NA	Bacterial_Chemotaxis
979879	Methyl-accepting chemotaxis protein IV (dipeptide chemoreceptor protein)	Motility and Chemotaxis	NA	Bacterial_Chemotaxis
1658791	Positive regulator of CheA protein activity (CheW)	Motility and Chemotaxis	NA	Bacterial_Chemotaxis
2192945	Ribose ABC transporter, periplasmic ribose-binding protein RbsB (TC 3.A.1.2.1)	Motility and Chemotaxis	NA	Bacterial_Chemotaxis
1783490	Signal transduction histidine kinase CheA (EC 2.7.3.-)	Motility and Chemotaxis	NA	Bacterial_Chemotaxis
1622016	Transmembrane regulator protein PrtR	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308
1247796	RNA polymerase sigma-54 factor RpoN	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308
988076	DNA-directed RNA polymerase specialized sigma subunit, sigma24-like	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308
611565	RNA polymerase sigma-E factor	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308
1767449	putative RNA polymerase sigma factor	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308
1959507	ECF sigma factor	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308
1500229	macromolecule metabolism	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308
2207466	macromolecule synthesis, modification	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308
184269	RNA polymerase sigma-70 factor, ECF subfamily	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308
1625151	RNA polymerase sigma-70 factor, ECF family	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308
442342	Sigma-70 region 2:Sigma-70 region 4	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308
857609	ECF family sigma factor	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308
1327019	extracytoplasmic sigma factor EcfR	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308
167100	RNA polymerase sigma-70 factor	Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308
395379	Fructoselysine kinase (EC 2.7.1.-)	Carbohydrates	Aminosugars	Fructoselysine_(Amadori_product)_utilization_pathway
403583	Fructoselysine 6-phosphate deglycase (EC 3.5.-.-)	Carbohydrates	Aminosugars	Fructoselysine_(Amadori_product)_utilization_pathway
1643861	Fructoselysine 3-epimerase	Carbohydrates	Aminosugars	Fructoselysine_(Amadori_product)_utilization_pathway
1699996	Transcriptional regulator of fructoselysine utilization operon FrlR	Carbohydrates	Aminosugars	Fructoselysine_(Amadori_product)_utilization_pathway
1934882	Fructoselysine transporter FrlA, cationic amino acid permease	Carbohydrates	Aminosugars	Fructoselysine_(Amadori_product)_utilization_pathway
717432	Bacitracin export permease protein BceB	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides	Bacitracin_Stress_Response
1992696	Bacitracin export ATP-binding protein BceA	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides	Bacitracin_Stress_Response
611847	Two-component sensor histidine kinase BceS	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides	Bacitracin_Stress_Response
2001351	Two-component response regulator BceR	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides	Bacitracin_Stress_Response
1630554	Response regulator LiaR	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides	Bacitracin_Stress_Response
1253404	Sensor histidine kinase LiaS	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides	Bacitracin_Stress_Response
1030533	Transporter LiaF	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides	Bacitracin_Stress_Response
767833	Conserved protein LiaG in B. subtilis in Lia cluster	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides	Bacitracin_Stress_Response
1246762	Protein LiaH, similar to phage shock protein A	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides	Bacitracin_Stress_Response
1253903	Protein LiaI	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides	Bacitracin_Stress_Response
843085	Two-component response regulator YvcP	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides	Bacitracin_Stress_Response
1200221	Two-component sensor kinase YvcQ	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides	Bacitracin_Stress_Response
839522	ABC transporter ATP-binding protein YvcR	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides	Bacitracin_Stress_Response
1698240	ABC transporter permease protein YvcS	Virulence, Disease and Defense	Bacteriocins, ribosomally synthesized antibacterial peptides	Bacitracin_Stress_Response
1577000	Multiple virulence factor regulator MvfR/PqsR	Regulation and Cell signaling	Quorum sensing and biofilm formation	Quorum_sensing_regulation_in_Pseudomonas
1577539	N-acyl-L-homoserine lactone synthetase RhlL	Regulation and Cell signaling	Quorum sensing and biofilm formation	Quorum_sensing_regulation_in_Pseudomonas
1354314	Transcriptional regulator RhlR	Regulation and Cell signaling	Quorum sensing and biofilm formation	Quorum_sensing_regulation_in_Pseudomonas
1574563	Transcriptional regulator LasR	Regulation and Cell signaling	Quorum sensing and biofilm formation	Quorum_sensing_regulation_in_Pseudomonas
1577435	N-acyl-L-homoserine lactone synthetase LasI	Regulation and Cell signaling	Quorum sensing and biofilm formation	Quorum_sensing_regulation_in_Pseudomonas
453919	Regulatory protein RsaL	Regulation and Cell signaling	Quorum sensing and biofilm formation	Quorum_sensing_regulation_in_Pseudomonas
427414	PqsE, quinolone signal response protein	Regulation and Cell signaling	Quorum sensing and biofilm formation	Quorum_sensing_regulation_in_Pseudomonas
459435	QscR quorum-sensing control repressor	Regulation and Cell signaling	Quorum sensing and biofilm formation	Quorum_sensing_regulation_in_Pseudomonas
950698	BarA-associated response regulator UvrY (= GacA = SirA)	Regulation and Cell signaling	Quorum sensing and biofilm formation	Quorum_sensing_regulation_in_Pseudomonas
1713473	Monoglyceride lipase (EC 3.1.1.23)	Secondary Metabolism	Lipid-derived mediators	Cannabinoid_biosynthesis
1473210	(S)-2,3-di-O-geranylgeranylglyceryl phosphate synthase	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal_lipids
1244970	(S)-3-O-geranylgeranylglyceryl phosphate synthase	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal_lipids
1109643	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal_lipids
1754340	Digeranylgeranylglycerophospholipid reductase	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal_lipids
2033064	Diphosphomevalonate decarboxylase (EC 4.1.1.33)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal_lipids
1286606	Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal_lipids
1475900	Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal_lipids
1015195	Glycerol-1-phosphate dehydrogenase [NAD(P)] (EC 1.1.1.261)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal_lipids
1272663	Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal_lipids
1214365	Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal_lipids
516541	Isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal_lipids
2043739	Isopentenyl-diphosphate delta-isomerase, FMN-dependent (EC 5.3.3.2)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal_lipids
1201153	Mevalonate kinase (EC 2.7.1.36)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal_lipids
2026018	Phosphomevalonate kinase (EC 2.7.4.2)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal_lipids
938637	Putative Zn-dependent hydrolase in polyisoprenoid biosynthetic cluster	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Archaeal_lipids
639266	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid_Biosynthesis
715522	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid_Biosynthesis
618268	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid_Biosynthesis
24244	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid_Biosynthesis
318224	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid_Biosynthesis
510664	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid_Biosynthesis
1811083	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid_Biosynthesis
1109643	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid_Biosynthesis
782954	Candidate gene for the hypothesized phosphomevalonate decarboxylase	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid_Biosynthesis
2033064	Diphosphomevalonate decarboxylase (EC 4.1.1.33)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid_Biosynthesis
1475900	Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid_Biosynthesis
1272663	Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid_Biosynthesis
1214365	Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid_Biosynthesis
516541	Isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid_Biosynthesis
2043739	Isopentenyl-diphosphate delta-isomerase, FMN-dependent (EC 5.3.3.2)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid_Biosynthesis
1201153	Mevalonate kinase (EC 2.7.1.36)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid_Biosynthesis
2026018	Phosphomevalonate kinase (EC 2.7.4.2)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid_Biosynthesis
1984914	Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Isoprenoid_Biosynthesis
607851	Regulator of chitobiose utilization ChiR, ROK family	Carbohydrates	NA	Sugar_utilization_in_Thermotogales
1960774	Glucosamine-6-phosphate deaminase [isomerizing], alternative (EC 3.5.99.6)	Carbohydrates	NA	Sugar_utilization_in_Thermotogales
175468	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	Carbohydrates	NA	Sugar_utilization_in_Thermotogales
1208291	Beta-hexosaminidase (EC 3.2.1.52)	Carbohydrates	NA	Sugar_utilization_in_Thermotogales
1420576	Predicted regulator of cellobiose and glucan utilization, LacI family	Carbohydrates	NA	Sugar_utilization_in_Thermotogales
1941536	Endo-1,4-beta-mannosidase	Carbohydrates	NA	Sugar_utilization_in_Thermotogales
1318085	Mannose-6-phosphate isomerase (EC 5.3.1.8)	Carbohydrates	NA	Sugar_utilization_in_Thermotogales
1714324	Predicted glucose oligosaccharide utilization regulator, LacI family	Carbohydrates	NA	Sugar_utilization_in_Thermotogales
519426	Glucose oligosaccharide ABC transport system, ATP-binding protein 1	Carbohydrates	NA	Sugar_utilization_in_Thermotogales
833509	Xylose oligosaccharides ABC transporter, sugar-binding protein	Carbohydrates	NA	Sugar_utilization_in_Thermotogales
521492	Xylose oligosaccharides ABC transporter, permease protein 1	Carbohydrates	NA	Sugar_utilization_in_Thermotogales
521303	Xylose oligosaccharides ABC transporter, permease protein 2	Carbohydrates	NA	Sugar_utilization_in_Thermotogales
401139	Xylose oligosaccharides ABC transporter, ATP-binding protein 1	Carbohydrates	NA	Sugar_utilization_in_Thermotogales
401370	Xylose oligosaccharides ABC transporter, ATP-binding protein 2	Carbohydrates	NA	Sugar_utilization_in_Thermotogales
